feature,importance
customer_city_almino afonso,0.0
customer_state_RR,0.0
customer_city_barra de sao joao,0.0
customer_city_barra de sao miguel,0.0
customer_city_barra do pirai,0.0
customer_city_barra mansa,0.0
customer_city_barreiras,0.0
customer_city_barreirinhas,0.0
customer_city_barreiros,0.0
customer_city_barretos,0.0
customer_city_barrinha,0.0
customer_city_barueri,0.0
customer_city_bataguassu,0.0
customer_city_batatais,0.0
customer_city_baturite,0.0
customer_city_araguaina,0.0
customer_city_bayeux,0.0
customer_city_bebedouro,0.0
customer_city_belford roxo,0.0
customer_city_belo horizonte,0.0
customer_city_benedito novo,0.0
customer_city_bertioga,0.0
customer_city_betim,0.0
customer_city_biguacu,0.0
customer_city_bilac,0.0
customer_city_birigui,0.0
customer_city_biritiba-mirim,0.0
customer_city_blumenau,0.0
customer_city_boa esperanca,0.0
customer_city_bauru,0.0
customer_city_araguari,0.0
customer_city_arapiraca,0.0
customer_city_araputanga,0.0
customer_city_araraquara,0.0
customer_city_araras,0.0
customer_city_araruama,0.0
customer_city_araucaria,0.0
customer_city_araxa,0.0
customer_city_ariranha,0.0
customer_city_arraial d'ajuda,0.0
customer_city_arraial do cabo,0.0
customer_city_arroio do tigre,0.0
customer_city_arroio dos ratos,0.0
customer_city_barra bonita,0.0
customer_city_assis,0.0
customer_city_atibaia,0.0
customer_city_avare,0.0
customer_city_bage,0.0
customer_city_baixo guandu,0.0
customer_city_balneario camboriu,0.0
customer_city_balneario gaivota,0.0
customer_city_balneario pinhal,0.0
customer_city_balsas,0.0
customer_city_bambui,0.0
customer_city_bandeirantes,0.0
customer_city_barao de cocais,0.0
customer_city_barbacena,0.0
customer_city_artur nogueira,0.0
customer_city_itapecerica,0.0
customer_city_itapema,0.0
customer_city_itaperuna,0.0
customer_city_itapetininga,0.0
customer_city_itapevi,0.0
customer_city_itapira,0.0
customer_city_itapolis,0.0
customer_city_itapui,0.0
customer_city_itaquaquecetuba,0.0
customer_city_itarare,0.0
customer_city_itatiaia,0.0
customer_city_itauna,0.0
customer_city_conselheiro lafaiete,0.0
customer_city_itu,0.0
customer_city_ituiutaba,0.0
customer_city_itumbiara,0.0
customer_city_ituverava,0.0
customer_city_ivora,0.0
customer_city_jaboatao dos guararapes,0.0
customer_city_jacui,0.0
customer_city_jacutinga,0.0
customer_city_jaguarao,0.0
customer_city_jaguariuna,0.0
customer_city_jales,0.0
customer_city_januaria,0.0
customer_city_japeri,0.0
customer_city_itobi,0.0
customer_city_imbe,0.0
customer_city_imbituva,0.0
customer_city_imbuia,0.0
customer_city_imperatriz,0.0
customer_city_inacio martins,0.0
customer_city_inaja,0.0
customer_city_independencia,0.0
customer_city_indiara,0.0
customer_city_inhumas,0.0
customer_city_ipameri,0.0
customer_city_ipatinga,0.0
customer_city_ipaussu,0.0
customer_city_ipiau,0.0
customer_city_itapagipe,0.0
customer_city_irece,0.0
customer_city_itabira,0.0
customer_city_itabirito,0.0
customer_city_itabuna,0.0
customer_city_itagimirim,0.0
customer_city_itaguai,0.0
customer_city_itai,0.0
customer_city_itaipava,0.0
customer_city_itajai,0.0
customer_city_itajuba,0.0
customer_city_itambaraca,0.0
customer_city_itambe,0.0
customer_city_itamonte,0.0
customer_city_iracemapolis,0.0
customer_city_lima duarte,0.0
customer_city_limeira,0.0
customer_city_limoeiro,0.0
customer_city_lindoia,0.0
customer_city_linhares,0.0
customer_city_lins,0.0
customer_city_lucas do rio verde,0.0
customer_city_lucianopolis,0.0
customer_city_luis eduardo magalhaes,0.0
customer_city_luziania,0.0
customer_city_luzilandia,0.0
customer_city_macae,0.0
customer_city_macaiba,0.0
customer_city_jaragua,0.0
customer_city_macedonia,0.0
customer_city_maceio,0.0
customer_city_mafra,0.0
customer_city_mage,0.0
customer_city_mairipora,0.0
customer_city_mambore,0.0
customer_city_manaus,0.0
customer_city_mandaguari,0.0
customer_city_manga,0.0
customer_city_mangaratiba,0.0
customer_city_mangueirinha,0.0
customer_city_manhuacu,0.0
customer_city_mantena,0.0
customer_city_macapa,0.0
customer_city_jaragua do sul,0.0
customer_city_jari,0.0
customer_city_jarinu,0.0
customer_city_jatai,0.0
customer_city_jau,0.0
customer_city_jequie,0.0
